System,Type,Count,Group
BETWIXT,Bug,19947,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Test,257,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Improvement,5850,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Question,21,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,New Feature,1732,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Task,1286,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Wish,237,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Documentation,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,Dependency upgrade,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BETWIXT,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Bug,20656,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Test,288,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Improvement,6016,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Question,21,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,New Feature,1804,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Task,1319,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Wish,238,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Documentation,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,Dependency upgrade,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BIGTOP,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Bug,20796,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Test,292,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Improvement,6121,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Question,21,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,New Feature,1833,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Task,1327,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Wish,240,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Documentation,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,Dependency upgrade,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BLUR,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Bug,21185,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Test,296,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Improvement,6252,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Question,22,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,New Feature,1867,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Task,1333,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Wish,245,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Documentation,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,Dependency upgrade,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BOOKKEEPER,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Bug,21207,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Test,296,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Improvement,6262,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Question,22,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,New Feature,1869,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Task,1337,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Wish,246,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Documentation,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,Dependency upgrade,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BSF,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Bug,21620,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Test,300,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Improvement,6433,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,New Feature,1930,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Task,1355,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Wish,262,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BUILDR,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Bug,21699,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Test,301,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Improvement,6457,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,New Feature,1935,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Task,1362,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Wish,263,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
BVAL,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Bug,21784,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Test,303,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Improvement,6509,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,New Feature,1957,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Task,1371,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Wish,269,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CACTUS,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Bug,24096,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Test,397,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Improvement,9171,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,New Feature,2859,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Task,2130,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Wish,293,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAMEL,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Bug,27686,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Test,462,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Improvement,11084,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,New Feature,3363,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Task,2301,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Wish,350,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CASSANDRA,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Bug,28381,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Test,462,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Improvement,11580,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,New Feature,3363,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Task,2528,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Wish,350,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CAY,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Bug,31282,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Test,498,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Improvement,12193,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,New Feature,3551,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Task,2774,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Wish,399,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CB,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Bug,31332,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Test,498,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Improvement,12227,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,New Feature,3559,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Task,2783,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Wish,400,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CELIX,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Bug,31370,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Test,502,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Improvement,12274,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,New Feature,3565,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Task,2789,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Wish,402,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHAIN,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Bug,31687,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Test,507,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Improvement,12485,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Question,23,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,New Feature,3679,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Task,2823,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Wish,409,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Brainstorming,5,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,Dependency upgrade,9,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CHUKWA,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Bug,32021,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Test,507,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Improvement,12802,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Question,30,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,New Feature,3753,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Task,2875,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Wish,415,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Brainstorming,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,Dependency upgrade,11,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLEREZZA,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Bug,32175,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Test,508,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Improvement,12875,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Question,30,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,New Feature,3762,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Task,2880,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Wish,415,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Brainstorming,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Documentation,7,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,Dependency upgrade,11,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLI,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Bug,32255,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Test,509,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Improvement,12981,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Question,30,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,New Feature,3789,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Task,2904,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Wish,416,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Brainstorming,6,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Documentation,10,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,Dependency upgrade,11,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLIMATE,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Bug,32613,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Test,509,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Improvement,13269,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Question,33,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,New Feature,3902,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Task,2929,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Wish,416,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Brainstorming,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Documentation,10,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Dependency upgrade,11,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLK,Temp,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Bug,32623,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Test,509,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Improvement,13290,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Question,34,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,New Feature,3912,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Task,2934,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Wish,416,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Brainstorming,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Documentation,10,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Dependency upgrade,11,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLKE,Temp,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Bug,36893,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Test,687,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Improvement,13594,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Question,34,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,New Feature,4083,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Task,3002,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Wish,425,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Brainstorming,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Documentation,10,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Dependency upgrade,11,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CLOUDSTACK,Temp,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Bug,37282,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Test,690,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Improvement,13772,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Question,34,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,New Feature,4131,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Task,3067,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Wish,440,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Brainstorming,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Documentation,10,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Dependency upgrade,11,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CMIS,Temp,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Bug,38990,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Test,692,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Improvement,14248,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Question,34,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,New Feature,4181,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Task,3115,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Wish,450,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Brainstorming,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Documentation,10,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Dependency upgrade,11,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON,Temp,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Bug,39033,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Test,692,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Improvement,14296,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Question,34,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Suitable Name Search,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,New Feature,4209,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Task,3120,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Wish,452,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Brainstorming,8,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Documentation,10,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Story,14,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Dependency upgrade,12,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,New JIRA Project,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
COCOON3,Temp,1,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Bug,39131,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Test,696,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Improvement,14350,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
CODEC,Question,34,2015_Jira_Repository_Dataset_Ortu\Emotion_ASF
